line_id,usage_date,usage_id,data_amount
L680,2021-08-03,U1713,7854
L281,2023-10-16,U1714,7383
L720,2023-12-02,U1715,5290
L355,2021-11-25,U1716,311
L353,2023-08-17,U1717,614
L163,2023-09-05,U1718,9960
L313,2021-01-29,U1719,5422
L253,2020-12-06,U1720,2089
L927,2021-10-05,U1721,7383
L118,2021-11-15,U1722,6546
L126,2020-08-02,U1723,8616
L408,2021-07-21,U1724,5417
L213,2023-04-20,U1725,5849
L694,2021-09-07,U1726,455
L812,2020-03-08,U1727,6053
L153,2023-02-20,U1728,1369
L287,2022-08-08,U1729,1853
L993,2021-04-06,U1730,159
L214,2023-07-22,U1731,722
L911,2024-01-05,U1732,7696
L362,2022-06-10,U1733,1006
L561,2023-10-15,U1734,474
L792,2020-05-30,U1735,8798
L185,2024-01-27,U1736,8641
L305,2022-12-31,U1737,6307
L114,2020-10-23,U1738,6919
L716,2021-07-31,U1739,1938
L209,2023-10-31,U1740,1260
L976,2023-01-03,U1741,259
L490,2020-04-26,U1742,4477
L442,2022-06-10,U1743,1140
L851,2020-10-07,U1744,7662
L715,2023-11-04,U1745,4665
L372,2021-03-02,U1746,8220
L024,2022-09-09,U1747,7300
L717,2022-10-23,U1748,8270
L264,2023-08-20,U1749,3043
L464,2023-04-25,U1750,2395
L089,2022-06-06,U1751,385
L557,2020-04-28,U1752,4372
L648,2020-09-10,U1753,7112
L703,2020-08-22,U1754,3110
L069,2021-11-11,U1755,3121
L065,2023-05-22,U1756,671
L084,2021-09-06,U1757,3569
L534,2022-03-18,U1758,735
L862,2023-08-27,U1759,827
L840,2024-02-04,U1760,162
L236,2020-11-08,U1761,8427
L416,2020-03-16,U1762,8741
L301,2021-12-23,U1763,7865
L043,2022-03-16,U1764,524
L864,2021-02-21,U1765,4539
L862,2021-05-12,U1766,5862
L885,2021-02-10,U1767,7448
L967,2021-05-13,U1768,5128
L488,2020-05-26,U1769,6930
L007,2021-02-09,U1770,6382
L951,2022-08-15,U1771,2007
L258,2020-05-17,U1772,3066
L051,2020-10-15,U1773,7371
L925,2021-12-22,U1774,8339
L843,2020-08-29,U1775,1044
L623,2021-12-23,U1776,8697
L090,2022-03-10,U1777,8309
L315,2023-12-23,U1778,2823
L748,2023-07-26,U1779,1227
L677,2021-08-09,U1780,3847
L286,2023-06-12,U1781,9692
L257,2021-07-03,U1782,4072
L561,2020-11-12,U1783,2084
L253,2020-07-26,U1784,6218
L460,2020-06-11,U1785,5144
L953,2023-04-14,U1786,934
L274,2020-05-05,U1787,9842
L759,2023-09-20,U1788,2444
L024,2020-04-15,U1789,7585
L516,2021-12-04,U1790,3481
L609,2021-07-01,U1791,4969
L432,2021-01-26,U1792,9444
L692,2023-04-15,U1793,9514
L201,2021-11-05,U1794,2757
L336,2021-11-16,U1795,2025
L772,2023-03-02,U1796,3602
L201,2021-09-22,U1797,829
L684,2022-03-03,U1798,2478
L349,2023-01-03,U1799,9300
L748,2021-05-07,U1800,326
L982,2022-02-11,U1801,5004
L634,2022-11-16,U1802,3195
L130,2023-03-25,U1803,3206
L781,2022-09-17,U1804,6393
L312,2021-07-26,U1805,8686
L990,2022-05-23,U1806,5997
L139,2021-05-20,U1807,4987
L860,2021-12-30,U1808,8622
L974,2022-08-01,U1809,8346
L477,2022-11-13,U1810,4388
L694,2022-08-06,U1811,355
L832,2023-05-13,U1812,1868
L601,2023-01-10,U1813,8761
L144,2023-10-29,U1814,9837
L216,2021-11-05,U1815,5639
L767,2022-01-26,U1816,3843
L237,2022-10-27,U1817,8385
L865,2020-04-19,U1818,1259
L742,2021-11-26,U1819,5480
L434,2022-02-15,U1820,3700
L389,2020-07-21,U1821,5616
L018,2022-09-05,U1822,7192
L111,2023-09-01,U1823,7536
L208,2023-08-29,U1824,9572
L554,2022-12-30,U1825,956
L431,2021-11-12,U1826,1695
L733,2021-12-10,U1827,3330
L648,2022-09-14,U1828,1604
L482,2021-07-16,U1829,723
L487,2020-04-06,U1830,9139
L337,2021-09-07,U1831,3854
L580,2021-07-29,U1832,155
L372,2023-03-25,U1833,7365
L121,2020-02-20,U1834,1422
L660,2023-04-15,U1835,3980
L001,2022-02-28,U1836,5591
L998,2023-02-10,U1837,9510
L587,2020-10-21,U1838,4268
L197,2022-06-19,U1839,4042
L365,2022-02-19,U1840,8648
L698,2021-04-03,U1841,8265
L309,2022-11-06,U1842,1001
L835,2021-12-02,U1843,3732
L056,2023-12-21,U1844,9604
L354,2021-02-18,U1845,5507
L238,2021-07-26,U1846,6169
L868,2020-04-07,U1847,7413
L592,2020-11-30,U1848,9830
L100,2021-03-14,U1849,5679
L303,2020-03-04,U1850,2265
L300,2021-04-05,U1851,8230
L247,2021-01-13,U1852,9339
L183,2021-05-24,U1853,2757
L076,2023-08-28,U1854,8369
L824,2022-09-18,U1855,9482
L162,2023-11-03,U1856,2634
L943,2022-01-03,U1857,5395
L884,2021-01-23,U1858,6811
L791,2022-02-17,U1859,9878
L772,2022-05-18,U1860,5219
L204,2020-05-19,U1861,9658
L143,2021-06-05,U1862,2420
L252,2022-04-10,U1863,1625
L296,2022-07-09,U1864,3663
L734,2020-11-24,U1865,696
L108,2023-02-08,U1866,6972
L444,2020-08-31,U1867,1061
L364,2023-06-06,U1868,6114
L146,2020-08-01,U1869,1762
L524,2021-03-28,U1870,6527
L058,2022-06-15,U1871,9280
L220,2023-11-29,U1872,5478
L573,2020-12-25,U1873,9167
L986,2021-11-18,U1874,7917
L083,2021-02-19,U1875,5242
L513,2022-03-26,U1876,7749
L012,2023-06-28,U1877,5222
L959,2022-12-01,U1878,7648
L855,2022-07-11,U1879,9569
L735,2022-06-16,U1880,4696
L967,2022-07-30,U1881,523
L448,2021-05-18,U1882,7835
L283,2023-04-07,U1883,6891
L277,2021-12-06,U1884,1765
L144,2022-02-23,U1885,6638
L591,2023-08-24,U1886,5678
L150,2021-02-27,U1887,1201
L370,2022-05-23,U1888,3016
L640,2022-04-23,U1889,5441
L832,2022-10-21,U1890,5566
L814,2020-06-17,U1891,6966
L714,2022-03-17,U1892,6138
L574,2023-02-20,U1893,6813
L249,2022-09-14,U1894,424
L188,2022-12-19,U1895,2467
L586,2021-10-08,U1896,524
L936,2021-07-12,U1897,8077
L866,2023-07-17,U1898,7452
L520,2021-03-13,U1899,3711
L105,2021-06-24,U1900,9699
L755,2023-04-13,U1901,415
L567,2020-11-25,U1902,5115
L017,2023-05-24,U1903,5472
L834,2020-10-09,U1904,4815
L305,2021-04-29,U1905,643
L757,2024-01-28,U1906,4437
L514,2022-06-11,U1907,1016
L681,2020-11-19,U1908,2962
L635,2020-11-24,U1909,382
L449,2020-03-23,U1910,7026
L439,2022-02-11,U1911,1942
L537,2022-10-24,U1912,2778
L760,2021-11-05,U1913,9191
L301,2020-03-11,U1914,1009
L395,2021-02-25,U1915,8838
L981,2021-07-14,U1916,1561
L792,2020-09-13,U1917,328
L880,2022-09-06,U1918,5496
L568,2021-10-14,U1919,8115
L675,2022-01-18,U1920,2318
L921,2022-08-31,U1921,8204
L622,2023-03-27,U1922,4027
L142,2022-06-14,U1923,2371
L850,2021-06-02,U1924,7362
L774,2021-05-10,U1925,8858
L794,2023-08-24,U1926,3970
L939,2021-06-06,U1927,1718
L347,2022-08-30,U1928,9315
L227,2021-02-02,U1929,1587
L429,2022-02-12,U1930,710
L688,2023-06-06,U1931,7537
L276,2023-11-26,U1932,8822
L794,2020-04-19,U1933,9308
L385,2020-06-19,U1934,3955
L417,2023-11-04,U1935,7980
L705,2021-07-03,U1936,8535
L166,2020-08-01,U1937,5909
L537,2022-12-24,U1938,3202
L500,2020-08-08,U1939,6956
L214,2022-08-11,U1940,1404
L684,2022-05-12,U1941,115
L681,2022-11-09,U1942,5428
L981,2022-06-08,U1943,3389
L230,2020-03-05,U1944,9967
L510,2022-04-02,U1945,3353
L898,2021-05-22,U1946,9164
L040,2023-10-24,U1947,1874
L051,2020-09-18,U1948,540
L007,2023-03-06,U1949,2296
L092,2021-08-27,U1950,1993
L895,2022-01-14,U1951,5361
L319,2023-12-27,U1952,2493
L040,2022-07-02,U1953,459
L224,2022-08-26,U1954,7993
L488,2022-08-02,U1955,6362
L750,2022-10-07,U1956,5427
L682,2021-07-06,U1957,3750
L629,2021-03-05,U1958,1362
L176,2021-03-16,U1959,1204
L852,2020-10-31,U1960,1575
L387,2021-02-22,U1961,1261
L471,2020-09-26,U1962,4454
L824,2023-03-18,U1963,3006
L341,2023-07-27,U1964,339
L089,2023-02-02,U1965,3805
L380,2022-04-26,U1966,7158
L266,2021-01-29,U1967,6403
L184,2020-09-04,U1968,125
L730,2022-09-21,U1969,3855
L246,2021-11-09,U1970,4301
L730,2023-07-05,U1971,5446
L212,2021-03-01,U1972,882
L421,2023-08-21,U1973,4600
L430,2022-06-24,U1974,555
L998,2021-11-29,U1975,9238
L761,2021-01-05,U1976,5423
L314,2023-08-30,U1977,9690
L896,2024-01-07,U1978,8696
L730,2023-07-22,U1979,2577
L435,2023-08-26,U1980,6091
L097,2023-04-20,U1981,1030
L711,2022-04-18,U1982,9904
L921,2024-01-10,U1983,804
L167,2020-04-16,U1984,8826
L922,2023-08-18,U1985,3595
L426,2021-04-30,U1986,7741
L022,2020-08-15,U1987,7616
L479,2023-01-11,U1988,9888
L471,2020-10-03,U1989,2290
L293,2020-09-12,U1990,6179
L735,2021-06-28,U1991,7888
L706,2022-11-06,U1992,5762
L547,2020-10-31,U1993,1168
L085,2020-11-25,U1994,8461
L594,2020-07-22,U1995,4653
L180,2020-05-06,U1996,5861
L807,2020-07-06,U1997,9978
L940,2022-02-28,U1998,7431
L604,2021-09-12,U1999,7825
L300,2023-10-06,U2000,5278
L911,2020-09-13,U2001,8606
L071,2023-02-28,U2002,5548
L347,2023-02-14,U2003,6214
L246,2022-09-04,U2004,3987
L768,2021-10-03,U2005,7318
L533,2022-12-20,U2006,8999
L143,2022-03-06,U2007,2905
L282,2020-02-28,U2008,9217
L043,2021-05-14,U2009,603
L006,2023-02-03,U2010,1599
L452,2021-06-10,U2011,4619
L622,2023-12-23,U2012,5455
L417,2020-07-24,U2013,7868
L384,2021-10-21,U2014,2286
L751,2022-04-22,U2015,4872
L204,2022-11-14,U2016,8758
L912,2021-08-05,U2017,9044
L546,2020-12-29,U2018,9109
L070,2020-09-20,U2019,1596
L512,2021-10-31,U2020,3814
L966,2023-12-13,U2021,6037
L776,2023-02-04,U2022,4168
L148,2021-12-22,U2023,5509
L121,2022-02-09,U2024,6988
L638,2022-07-23,U2025,9527
L366,2021-12-14,U2026,5141
L070,2020-11-21,U2027,9341
L012,2022-06-28,U2028,835
L725,2023-01-14,U2029,7996
L556,2020-04-10,U2030,856
L177,2021-12-27,U2031,9888
L759,2020-11-07,U2032,6745
L183,2022-10-01,U2033,2591
L758,2022-08-26,U2034,5358
L036,2023-11-17,U2035,2231
L781,2020-09-24,U2036,8928
L419,2024-02-04,U2037,6147
L100,2020-07-06,U2038,4703
L377,2022-08-20,U2039,1115
L152,2022-05-07,U2040,4627
L444,2022-10-29,U2041,2979
L264,2023-12-28,U2042,7132
L884,2022-02-18,U2043,3863
L167,2020-10-30,U2044,1829
L107,2023-08-06,U2045,5196
L166,2020-04-10,U2046,1408
L581,2021-09-12,U2047,9236
L952,2021-08-07,U2048,1410
L460,2022-09-19,U2049,5107
L686,2022-11-13,U2050,3087
L586,2023-10-02,U2051,4163
L372,2020-04-16,U2052,5896
L547,2022-06-05,U2053,2796
L146,2020-05-24,U2054,2843
L172,2022-10-16,U2055,3996
L024,2022-11-12,U2056,1674
L135,2024-01-10,U2057,7749
L158,2020-05-31,U2058,1302
L781,2022-05-12,U2059,1260
L869,2021-11-10,U2060,6369
L793,2021-06-25,U2061,1071
L712,2020-12-02,U2062,4091
L565,2022-12-09,U2063,1427
L727,2020-07-06,U2064,3446
L892,2021-01-31,U2065,2701
L893,2022-03-20,U2066,9685
L436,2022-06-06,U2067,621
L469,2023-12-18,U2068,9263
L095,2023-10-18,U2069,9212
L086,2021-10-03,U2070,7672
L231,2021-11-26,U2071,3000
L129,2020-06-15,U2072,5743
L332,2023-10-07,U2073,9173
L595,2023-04-14,U2074,6314
L246,2023-07-31,U2075,2106
L381,2022-05-16,U2076,2680
L197,2023-10-23,U2077,1194
L116,2022-01-26,U2078,304
L961,2023-09-17,U2079,1772
L044,2020-09-11,U2080,9507
L762,2022-10-01,U2081,3162
L323,2022-02-01,U2082,3799
L915,2023-12-02,U2083,6067
L982,2023-05-18,U2084,7303
L240,2021-04-16,U2085,9793
L031,2020-08-29,U2086,4400
L757,2023-12-02,U2087,9254
L662,2021-10-02,U2088,2341
L863,2023-01-07,U2089,4892
L721,2021-08-24,U2090,1321
L142,2022-09-08,U2091,7303
L789,2023-10-26,U2092,1762
L896,2021-08-14,U2093,4885
L825,2021-12-21,U2094,6745
L836,2022-01-31,U2095,7915
L773,2022-10-10,U2096,4042
L166,2022-10-16,U2097,2943
L244,2022-04-12,U2098,5972
L155,2021-10-05,U2099,6406
L254,2022-01-09,U2100,7255
L371,2021-05-07,U2101,1878
L774,2021-11-01,U2102,4020
L240,2023-10-25,U2103,6067
L022,2022-12-22,U2104,2842
L276,2022-08-15,U2105,6275
L369,2021-11-02,U2106,1105
L349,2020-09-21,U2107,5786
L770,2023-04-01,U2108,8046
L301,2021-02-23,U2109,5348
L247,2023-08-12,U2110,6280
L636,2022-06-22,U2111,9642
L161,2020-04-29,U2112,1807
L745,2022-10-24,U2113,4709
L380,2023-04-21,U2114,5645
L816,2021-10-17,U2115,2709
L389,2022-03-15,U2116,4001
L615,2023-12-31,U2117,3087
L400,2021-08-14,U2118,7679
L066,2021-06-18,U2119,9172
L814,2021-08-16,U2120,6931
L681,2020-12-17,U2121,587
L816,2020-12-26,U2122,1325
L469,2021-12-05,U2123,8499
L678,2021-10-15,U2124,6152
L332,2022-03-28,U2125,1162
L124,2023-04-26,U2126,2450
L178,2024-02-04,U2127,4931
L532,2020-10-07,U2128,1593
L083,2022-11-08,U2129,571
L485,2020-12-11,U2130,6163
L339,2022-04-22,U2131,1412
L105,2022-04-27,U2132,9666
L220,2023-04-05,U2133,9196
L122,2022-11-23,U2134,9238
L753,2022-12-25,U2135,3324
L818,2022-09-10,U2136,2445
L289,2020-06-21,U2137,7501
L385,2020-03-18,U2138,7154
L382,2020-03-08,U2139,5796
L146,2022-08-19,U2140,2851
L485,2022-03-27,U2141,4822
L243,2024-01-02,U2142,2695
L635,2020-03-18,U2143,1269
L590,2021-11-24,U2144,2883
L240,2020-03-05,U2145,3109
L773,2024-01-12,U2146,4564
L434,2023-08-14,U2147,4499
L490,2022-06-23,U2148,2790
L201,2022-08-07,U2149,6435
L871,2020-09-09,U2150,9612
L819,2020-09-29,U2151,4852
L048,2020-11-23,U2152,2716
L265,2022-07-11,U2153,888
L857,2023-08-24,U2154,3518
L239,2021-05-10,U2155,3690
L135,2024-02-05,U2156,9461
L564,2020-12-02,U2157,4421
L288,2021-04-12,U2158,4051
L477,2022-02-11,U2159,7161
L955,2020-07-23,U2160,5612
L238,2022-06-08,U2161,6747
L349,2020-07-08,U2162,3649
L576,2023-06-27,U2163,5904
L902,2023-11-19,U2164,4886
L220,2022-10-11,U2165,3694
L980,2024-01-13,U2166,2149
L201,2020-03-31,U2167,1343
L098,2023-08-29,U2168,8132
L391,2021-03-27,U2169,3854
L035,2023-01-13,U2170,7337
L829,2021-09-19,U2171,4737
L384,2024-02-10,U2172,9336
L885,2021-03-04,U2173,686
L705,2023-04-26,U2174,4078
L116,2022-05-08,U2175,8013
L115,2023-05-13,U2176,7619
L540,2023-07-21,U2177,1886
L386,2021-04-21,U2178,1717
L058,2020-08-23,U2179,3219
L892,2020-07-16,U2180,5902
L505,2020-06-09,U2181,5130
L669,2021-03-25,U2182,9719
L239,2022-06-01,U2183,1174
L804,2023-06-11,U2184,2434
L309,2020-03-15,U2185,8119
L742,2020-03-14,U2186,5308
L639,2020-02-21,U2187,6113
L303,2021-09-27,U2188,396
L889,2020-06-29,U2189,1449
L725,2022-11-05,U2190,6557
L384,2023-10-30,U2191,8717
L518,2022-01-27,U2192,4309
L637,2022-01-01,U2193,7307
L105,2023-03-05,U2194,1974
L419,2021-02-04,U2195,1511
L447,2020-11-17,U2196,5596
L764,2022-07-04,U2197,2730
L747,2020-12-18,U2198,9287
L841,2023-10-21,U2199,7914
L095,2020-10-28,U2200,8525
L752,2022-12-15,U2201,3094
L516,2023-04-13,U2202,1588
L117,2022-02-07,U2203,7527
L592,2021-10-19,U2204,5504
L798,2022-01-15,U2205,9909
L750,2023-06-04,U2206,2713
L017,2021-04-22,U2207,8412
L827,2021-02-21,U2208,4428
L761,2023-03-10,U2209,3515
L190,2022-12-17,U2210,5120
L570,2023-08-10,U2211,9434
L902,2023-01-06,U2212,2323
L355,2021-01-30,U2213,4946
L574,2020-03-26,U2214,9091
L939,2023-05-03,U2215,7855
L1000,2022-01-10,U2216,8850
L551,2022-08-05,U2217,8390
L566,2021-05-13,U2218,2662
L455,2023-07-31,U2219,7994
L925,2020-10-27,U2220,2248
L989,2023-12-10,U2221,2879
L083,2023-06-12,U2222,820
L078,2021-05-25,U2223,2000
L175,2023-07-26,U2224,3772
L831,2022-10-23,U2225,8487
L102,2022-06-15,U2226,3294
L060,2022-10-10,U2227,1078
L101,2022-11-03,U2228,7386
L332,2024-02-07,U2229,764
L672,2021-03-02,U2230,6138
L498,2020-04-20,U2231,6084
L813,2022-04-04,U2232,1054
L637,2023-12-08,U2233,2421
L963,2022-12-20,U2234,9526
L586,2020-10-21,U2235,1382
L207,2021-11-12,U2236,304
L334,2022-10-31,U2237,4889
L248,2021-05-10,U2238,7394
L605,2021-09-03,U2239,2057
L946,2021-06-14,U2240,1969
L591,2022-04-23,U2241,9871
L575,2023-03-14,U2242,714
L120,2021-08-02,U2243,1033
L708,2022-12-01,U2244,6803
L194,2022-11-05,U2245,1764
L172,2021-02-23,U2246,8334
L579,2021-05-06,U2247,9401
L021,2021-08-03,U2248,9797
L704,2022-05-20,U2249,7863
L347,2021-07-12,U2250,8772
L099,2021-11-20,U2251,6554
L050,2022-10-10,U2252,4549
L505,2021-06-30,U2253,1236
L834,2021-10-01,U2254,2185
L708,2023-10-28,U2255,5834
L594,2020-08-22,U2256,5413
L107,2020-09-05,U2257,813
L170,2021-01-25,U2258,1710
L125,2023-05-30,U2259,3222
L282,2020-08-18,U2260,1358
L390,2023-08-09,U2261,1504
L528,2021-02-02,U2262,1455
L369,2021-05-24,U2263,9890
L233,2021-02-03,U2264,4137
L753,2023-10-30,U2265,3958
L349,2020-11-22,U2266,6121
L143,2023-04-08,U2267,3907
L131,2020-05-08,U2268,6198
L358,2021-07-01,U2269,2157
L149,2021-05-12,U2270,5051
L111,2022-09-08,U2271,4076
L373,2023-07-08,U2272,8687
L424,2021-01-02,U2273,2769
L617,2022-01-05,U2274,9908
L973,2024-02-02,U2275,4612
L547,2021-10-19,U2276,5587
L258,2020-10-18,U2277,9196
L129,2020-12-09,U2278,9910
L424,2021-03-28,U2279,8082
L645,2020-04-07,U2280,3279
L525,2022-11-28,U2281,6425
L690,2021-08-12,U2282,7076
L006,2020-03-08,U2283,5709
L735,2023-10-17,U2284,4697
L786,2020-05-23,U2285,1871
L703,2021-11-21,U2286,6720
L143,2023-06-10,U2287,8785
L431,2021-04-16,U2288,558
L247,2021-11-12,U2289,3030
L052,2020-09-19,U2290,4221
L236,2021-05-23,U2291,7206
L484,2023-06-06,U2292,972
L908,2020-11-10,U2293,7005
L423,2021-01-25,U2294,174
L503,2020-08-03,U2295,5195
L422,2020-08-02,U2296,1520
L815,2022-09-27,U2297,8521
L152,2022-04-26,U2298,4526
L147,2022-08-26,U2299,3532
L521,2020-08-08,U2300,3808
L972,2021-11-13,U2301,8381
L513,2023-02-25,U2302,7212
L768,2020-05-27,U2303,8232
L123,2024-01-10,U2304,7813
L924,2022-05-18,U2305,7595
L351,2021-01-02,U2306,6339
L891,2023-03-23,U2307,8825
L468,2022-04-23,U2308,9554
L162,2021-02-06,U2309,8021
L809,2023-06-21,U2310,9539
L763,2021-05-15,U2311,8641
L161,2023-01-23,U2312,1560
L694,2021-04-24,U2313,1966
L771,2023-10-21,U2314,9546
L889,2023-10-21,U2315,5602
L261,2020-07-04,U2316,4005
L233,2021-09-27,U2317,8174
L781,2021-03-27,U2318,3647
L172,2021-04-14,U2319,3494
L026,2021-10-02,U2320,1627
L509,2022-06-11,U2321,3741
L717,2022-04-07,U2322,6963
L077,2022-02-07,U2323,4825
L444,2023-03-25,U2324,2735
L916,2021-07-21,U2325,6512
L254,2020-04-12,U2326,506
L502,2022-05-29,U2327,3107
L778,2023-11-10,U2328,2543
L766,2020-03-05,U2329,7452
L149,2021-02-19,U2330,9286
L652,2021-06-06,U2331,8093
L276,2023-08-22,U2332,7347
L401,2022-11-25,U2333,320
L066,2022-05-13,U2334,7970
L152,2022-07-12,U2335,8067
L439,2020-03-13,U2336,9291
L260,2020-06-27,U2337,8551
L290,2023-09-27,U2338,6656
L874,2021-05-21,U2339,8063
L766,2020-03-05,U2340,6241
L597,2021-08-28,U2341,4547
L760,2020-03-16,U2342,8945
L628,2023-12-17,U2343,8208
L581,2021-06-28,U2344,5715
L651,2024-02-10,U2345,3574
L501,2023-12-15,U2346,7804
L869,2020-03-25,U2347,8090
L161,2023-09-13,U2348,2932
L188,2023-02-18,U2349,8544
L337,2023-09-26,U2350,3789
L087,2022-02-21,U2351,7850
L036,2021-09-29,U2352,6829
L287,2024-01-18,U2353,2908
L237,2020-06-19,U2354,4844
L853,2020-09-28,U2355,7939
L526,2022-04-27,U2356,8185
L701,2022-10-01,U2357,8478
L821,2023-12-09,U2358,6802
L344,2021-08-08,U2359,2145
L038,2022-09-16,U2360,2203
L522,2020-08-10,U2361,5608
L135,2020-06-18,U2362,2127
L103,2023-10-08,U2363,8644
L939,2020-04-12,U2364,7378
L463,2021-02-06,U2365,8481
L234,2021-12-17,U2366,7595
L069,2022-12-30,U2367,2196
L971,2022-04-29,U2368,5480
L159,2020-05-19,U2369,8961
L636,2021-02-25,U2370,3422
L755,2021-12-08,U2371,9448
L666,2023-01-10,U2372,1297
L227,2020-10-09,U2373,1151
L493,2023-06-06,U2374,5274
L616,2020-05-20,U2375,2632
L009,2023-06-15,U2376,3530
L669,2020-12-17,U2377,2177
L201,2021-08-22,U2378,6575
L679,2023-06-19,U2379,2985
L439,2023-11-12,U2380,8564
L711,2023-10-30,U2381,7439
L879,2023-09-19,U2382,7603
L218,2023-04-24,U2383,3827
L637,2022-05-01,U2384,1093
L198,2023-02-06,U2385,3339
L052,2022-04-07,U2386,7293
L565,2020-06-24,U2387,2538
L908,2020-08-26,U2388,1087
L127,2020-10-03,U2389,4197
L355,2021-06-02,U2390,1992
L147,2023-10-13,U2391,6790
L294,2023-05-10,U2392,3236
L157,2023-06-02,U2393,1135
L531,2023-04-11,U2394,9416
L227,2022-06-11,U2395,4488
L610,2020-07-12,U2396,6452
L489,2023-10-06,U2397,7433
L612,2020-09-05,U2398,8467
L744,2020-06-12,U2399,1084
L963,2023-09-24,U2400,9376
L978,2022-08-23,U2401,1570
L560,2021-05-17,U2402,8184
L217,2023-12-07,U2403,3619
L163,2023-04-14,U2404,8476
L220,2020-08-23,U2405,3745
L260,2023-11-09,U2406,7697
L096,2021-10-16,U2407,9340
L224,2020-12-21,U2408,9486
L937,2023-07-05,U2409,1862
L068,2020-02-21,U2410,7353
L581,2023-11-01,U2411,3288
L179,2022-11-26,U2412,8232
L670,2020-09-20,U2413,405
L119,2020-09-13,U2414,4526
L569,2020-08-04,U2415,940
L521,2020-07-13,U2416,716
L884,2022-02-04,U2417,7568
L537,2021-12-07,U2418,7021
L691,2022-05-18,U2419,311
L945,2023-06-26,U2420,7809
L262,2020-05-08,U2421,1322
L683,2021-07-18,U2422,8058
L446,2022-10-18,U2423,5479
L056,2020-04-15,U2424,8209
L840,2020-03-18,U2425,7148
L461,2023-03-20,U2426,7210
L785,2022-05-15,U2427,5352
L034,2021-08-03,U2428,259
L063,2020-02-29,U2429,8886
L504,2021-01-08,U2430,7608
L233,2020-08-09,U2431,2206
L116,2023-11-01,U2432,7797
L527,2020-07-13,U2433,7103
L842,2023-11-14,U2434,7755
L551,2023-06-22,U2435,9378
L274,2021-04-06,U2436,2653
L406,2021-07-14,U2437,4575
L144,2020-06-06,U2438,7041
L372,2021-06-26,U2439,1444
L388,2022-02-04,U2440,5701
L946,2024-01-16,U2441,5195
L694,2022-11-19,U2442,4005
L117,2021-07-02,U2443,7215
L466,2022-10-12,U2444,1789
L002,2022-06-02,U2445,5851
L576,2021-05-09,U2446,8202
L152,2022-02-12,U2447,3725
L347,2022-11-13,U2448,7963
L156,2020-12-11,U2449,6724
L871,2024-01-20,U2450,265
L642,2021-11-03,U2451,9580
L208,2021-01-19,U2452,1337
L922,2020-08-05,U2453,8997
L328,2022-03-07,U2454,8124
L374,2023-05-24,U2455,4451
L1000,2021-04-23,U2456,9384
L352,2023-12-27,U2457,1150
L679,2023-09-16,U2458,1190
L525,2020-03-01,U2459,4205
L100,2023-01-08,U2460,4272
L984,2022-08-23,U2461,5473
L227,2021-05-27,U2462,1290
L431,2023-11-06,U2463,9616
L101,2022-03-05,U2464,7448
L178,2022-02-17,U2465,6612
L551,2020-02-16,U2466,7303
L067,2022-11-13,U2467,8809
L984,2020-02-23,U2468,884
L018,2022-06-07,U2469,7002
L401,2020-08-19,U2470,1079
L617,2020-08-15,U2471,4596
L572,2022-07-05,U2472,7756
L361,2021-05-29,U2473,2450
L421,2020-02-29,U2474,9451
L719,2023-05-28,U2475,2904
L025,2022-03-02,U2476,8671
L903,2021-01-15,U2477,2055
L118,2022-12-05,U2478,4845
L525,2022-02-17,U2479,6851
L925,2022-12-16,U2480,7499
L675,2020-04-16,U2481,4650
L390,2023-05-21,U2482,4574
L583,2024-01-17,U2483,4562
L414,2023-05-16,U2484,5725
L832,2022-02-28,U2485,7391
L358,2020-03-28,U2486,7176
L052,2023-12-12,U2487,1946
L039,2021-04-13,U2488,4881
L770,2023-08-28,U2489,6695
L977,2021-05-21,U2490,3460
L870,2023-06-18,U2491,9805
L834,2022-05-04,U2492,1200
L759,2020-05-29,U2493,8917
L815,2022-05-05,U2494,9494
L615,2022-09-13,U2495,5680
L598,2022-07-17,U2496,4571
L141,2020-11-25,U2497,9743
L743,2020-04-28,U2498,355
L156,2023-09-22,U2499,7869
L666,2021-02-17,U2500,146
L734,2020-03-19,U2501,229
L370,2020-04-22,U2502,3806
L268,2020-05-29,U2503,5010
L740,2020-08-21,U2504,6962
L801,2020-08-25,U2505,2061
L692,2020-03-30,U2506,4118
L445,2023-06-14,U2507,7727
L065,2021-08-24,U2508,7689
L979,2020-09-04,U2509,8472
L479,2021-09-07,U2510,1951
L274,2023-12-05,U2511,2937
L224,2021-05-05,U2512,8803
L989,2023-08-24,U2513,1251
L556,2021-11-05,U2514,9174
L469,2023-04-15,U2515,3262
L164,2021-06-12,U2516,6139
L710,2020-03-30,U2517,5451
L614,2023-07-30,U2518,7751
L262,2021-07-03,U2519,9161
L045,2023-02-22,U2520,178
L602,2023-07-11,U2521,6298
L130,2023-11-28,U2522,7602
L583,2020-05-13,U2523,4971
L080,2022-04-25,U2524,5310
L486,2020-11-29,U2525,2496
L674,2024-02-08,U2526,7090
L395,2021-03-24,U2527,5882
L303,2022-01-01,U2528,6805
L616,2020-11-28,U2529,3540
L1000,2022-07-22,U2530,6362
L014,2020-04-06,U2531,9055
L116,2022-10-07,U2532,3551
L532,2023-04-03,U2533,3623
L618,2022-02-18,U2534,6662
L325,2022-06-19,U2535,3017
L829,2023-07-13,U2536,1409
L829,2022-03-16,U2537,296
L227,2023-02-24,U2538,4258
