calling_line_id,called_line_id,start_time,call_id,duration
L964,L758,2019-10-07,CAL5683,3082
L268,L896,2019-08-06,CAL5684,3331
L394,L745,2020-02-03,CAL5685,3158
L623,L009,2020-08-16,CAL5686,2876
L623,L338,2023-11-19,CAL5687,2575
L839,L198,2023-10-09,CAL5688,106
L506,L156,2019-12-02,CAL5689,2872
L876,L915,2019-07-04,CAL5690,1064
L800,L243,2023-03-13,CAL5691,2857
L127,L921,2022-08-12,CAL5692,3210
L356,L931,2020-04-16,CAL5693,206
L842,L137,2021-11-16,CAL5694,754
L405,L315,2020-10-13,CAL5695,2064
L230,L197,2020-09-16,CAL5696,1491
L912,L688,2020-09-04,CAL5697,2408
L418,L289,2023-07-25,CAL5698,155
L525,L333,2019-11-13,CAL5699,1537
L799,L539,2020-09-17,CAL5700,3173
L463,L530,2023-02-05,CAL5701,1778
L780,L326,2021-06-20,CAL5702,325
L089,L354,2023-06-15,CAL5703,3095
L001,L155,2021-03-28,CAL5704,2016
L150,L643,2022-02-08,CAL5705,44
L387,L379,2022-02-20,CAL5706,2928
L589,L819,2021-07-23,CAL5707,282
L008,L008,2023-12-15,CAL5708,3180
L340,L916,2022-01-31,CAL5709,2904
L704,L505,2021-12-31,CAL5710,2206
L418,L074,2022-10-21,CAL5711,600
L744,L983,2023-11-21,CAL5712,606
L122,L723,2023-07-24,CAL5713,2192
L525,L358,2023-09-21,CAL5714,2847
L505,L043,2023-09-24,CAL5715,2942
L433,L546,2022-04-18,CAL5716,1975
L007,L033,2022-09-28,CAL5717,1281
L166,L961,2021-10-09,CAL5718,3255
L109,L871,2020-12-20,CAL5719,1432
L201,L434,2019-02-16,CAL5720,2750
L936,L184,2022-02-08,CAL5721,1002
L043,L298,2021-12-09,CAL5722,2158
L895,L724,2022-04-17,CAL5723,2114
L384,L396,2022-05-10,CAL5724,2752
L076,L390,2023-06-18,CAL5725,1451
L141,L142,2024-01-24,CAL5726,3019
L013,L814,2023-05-10,CAL5727,2714
L102,L485,2020-07-24,CAL5728,2656
L041,L737,2023-07-28,CAL5729,476
L197,L783,2022-04-29,CAL5730,226
L882,L557,2021-06-30,CAL5731,1405
L151,L050,2021-09-27,CAL5732,3132
L098,L444,2023-02-04,CAL5733,371
L552,L726,2022-07-22,CAL5734,3438
L560,L683,2023-08-23,CAL5735,2526
L206,L059,2021-06-26,CAL5736,2632
L490,L572,2020-11-04,CAL5737,2896
L682,L148,2023-01-24,CAL5738,3174
L487,L668,2022-03-02,CAL5739,1701
L858,L424,2019-11-25,CAL5740,2691
L925,L491,2023-11-20,CAL5741,2612
L336,L018,2020-11-30,CAL5742,2598
L101,L484,2021-03-14,CAL5743,1367
L153,L096,2021-12-30,CAL5744,967
L851,L511,2023-05-17,CAL5745,362
L387,L184,2022-01-19,CAL5746,2383
L219,L917,2021-03-20,CAL5747,2755
L269,L393,2020-05-04,CAL5748,2382
L630,L662,2022-05-30,CAL5749,1129
L225,L978,2019-10-10,CAL5750,3396
L085,L293,2023-11-23,CAL5751,1063
L990,L248,2020-04-17,CAL5752,960
L054,L840,2021-02-20,CAL5753,2025
L800,L758,2020-04-16,CAL5754,3519
L273,L250,2023-12-28,CAL5755,2995
L003,L310,2023-08-05,CAL5756,1515
L584,L264,2022-10-09,CAL5757,3124
L320,L436,2021-05-30,CAL5758,1287
L201,L026,2023-08-03,CAL5759,2272
L596,L909,2020-12-02,CAL5760,1381
L433,L384,2021-10-03,CAL5761,486
L707,L852,2021-01-15,CAL5762,1629
L693,L611,2020-07-31,CAL5763,344
L186,L746,2024-02-07,CAL5764,780
L752,L242,2023-03-24,CAL5765,609
L599,L312,2019-10-06,CAL5766,3388
L091,L430,2022-11-29,CAL5767,343
L543,L794,2020-03-10,CAL5768,299
L637,L698,2021-01-23,CAL5769,75
L918,L053,2020-12-02,CAL5770,816
L389,L509,2022-03-17,CAL5771,1779
L930,L621,2022-01-12,CAL5772,2536
L906,L625,2020-06-07,CAL5773,1945
L362,L364,2021-12-14,CAL5774,2010
L856,L416,2021-02-18,CAL5775,570
L555,L734,2019-10-21,CAL5776,3495
L661,L003,2021-10-21,CAL5777,3298
L618,L158,2021-08-09,CAL5778,1242
L817,L460,2019-07-21,CAL5779,2300
L609,L318,2021-05-23,CAL5780,583
L600,L600,2022-02-05,CAL5781,1549
L797,L827,2020-02-19,CAL5782,1174
L213,L394,2022-07-29,CAL5783,2836
L255,L207,2022-11-26,CAL5784,838
L952,L946,2021-04-26,CAL5785,1343
L256,L402,2019-08-16,CAL5786,687
L763,L908,2019-09-10,CAL5787,134
L184,L257,2020-11-16,CAL5788,1518
L926,L665,2020-02-24,CAL5789,577
L255,L689,2023-07-21,CAL5790,1405
L600,L039,2023-09-29,CAL5791,1678
L293,L959,2021-12-03,CAL5792,370
L416,L958,2020-08-06,CAL5793,2317
L648,L550,2020-11-30,CAL5794,1153
L471,L863,2021-09-26,CAL5795,3214
L165,L639,2021-05-25,CAL5796,2782
L160,L959,2020-12-11,CAL5797,861
L743,L472,2021-11-21,CAL5798,2457
L931,L565,2022-07-05,CAL5799,724
L496,L582,2022-10-31,CAL5800,2889
L842,L679,2020-02-17,CAL5801,2110
L334,L085,2021-09-07,CAL5802,490
L530,L179,2021-10-16,CAL5803,1543
L540,L714,2022-07-26,CAL5804,1534
L425,L832,2021-08-05,CAL5805,2314
L703,L297,2020-05-18,CAL5806,1882
L266,L629,2023-08-18,CAL5807,164
L734,L011,2019-05-02,CAL5808,1775
L416,L465,2021-05-23,CAL5809,1922
L985,L599,2022-09-25,CAL5810,443
L050,L736,2022-06-08,CAL5811,1831
L043,L775,2021-03-06,CAL5812,878
L924,L612,2019-05-23,CAL5813,2215
L446,L282,2020-07-22,CAL5814,3241
L130,L959,2023-12-11,CAL5815,2532
L780,L237,2019-07-10,CAL5816,1713
L206,L103,2020-07-11,CAL5817,2303
L404,L040,2023-03-20,CAL5818,213
L174,L951,2020-11-25,CAL5819,1443
L269,L469,2021-09-30,CAL5820,3129
L586,L828,2019-11-28,CAL5821,3496
L059,L287,2023-06-11,CAL5822,1245
L871,L497,2023-01-09,CAL5823,2768
L305,L487,2022-01-09,CAL5824,42
L150,L850,2023-10-01,CAL5825,3540
L452,L295,2021-01-06,CAL5826,2013
L816,L011,2021-05-11,CAL5827,2677
L962,L652,2020-09-27,CAL5828,1442
L055,L562,2019-12-01,CAL5829,2197
L576,L926,2019-07-27,CAL5830,1353
L182,L557,2023-06-25,CAL5831,39
L899,L593,2019-04-20,CAL5832,2589
L841,L122,2021-12-14,CAL5833,793
L509,L576,2021-08-12,CAL5834,2942
L735,L471,2023-07-30,CAL5835,2952
L262,L280,2022-01-31,CAL5836,536
L911,L132,2021-11-16,CAL5837,1791
L679,L738,2020-06-09,CAL5838,2573
L074,L593,2023-05-15,CAL5839,733
L806,L658,2019-09-05,CAL5840,1505
L715,L508,2021-01-14,CAL5841,2549
L566,L286,2020-05-25,CAL5842,2520
L889,L951,2020-12-15,CAL5843,3027
L109,L032,2021-12-30,CAL5844,1482
L056,L158,2022-01-10,CAL5845,2490
L302,L539,2021-10-10,CAL5846,835
L070,L337,2019-07-15,CAL5847,3590
L439,L393,2023-09-03,CAL5848,2528
L794,L707,2023-07-09,CAL5849,2897
L294,L800,2021-06-11,CAL5850,320
L175,L916,2019-06-06,CAL5851,992
L044,L405,2023-04-26,CAL5852,1346
L319,L593,2022-02-13,CAL5853,2704
L701,L182,2023-12-28,CAL5854,2704
L621,L085,2020-05-09,CAL5855,2710
L401,L002,2022-02-03,CAL5856,2675
L139,L023,2022-06-13,CAL5857,721
L912,L798,2022-03-06,CAL5858,891
L853,L928,2020-04-20,CAL5859,3277
L313,L524,2019-10-23,CAL5860,665
L451,L328,2019-06-22,CAL5861,2370
L827,L200,2023-05-16,CAL5862,2914
L137,L359,2021-01-12,CAL5863,1994
L411,L169,2019-09-20,CAL5864,76
L552,L107,2023-08-09,CAL5865,3026
L974,L188,2023-06-12,CAL5866,2840
L786,L108,2020-12-20,CAL5867,1328
L743,L639,2022-03-04,CAL5868,3139
L570,L290,2019-07-30,CAL5869,297
L852,L999,2019-02-15,CAL5870,2910
L335,L1000,2023-04-19,CAL5871,380
L599,L531,2021-07-23,CAL5872,2554
L951,L528,2021-05-15,CAL5873,2556
L826,L741,2021-08-26,CAL5874,1160
L673,L368,2022-09-08,CAL5875,1567
L671,L017,2023-05-15,CAL5876,1803
L061,L484,2021-07-31,CAL5877,1103
L215,L022,2020-09-06,CAL5878,1687
L722,L398,2021-07-03,CAL5879,3255
L650,L628,2021-04-23,CAL5880,1160
L897,L671,2019-09-30,CAL5881,1684
L503,L734,2021-02-21,CAL5882,2706
L326,L379,2021-03-05,CAL5883,2702
L444,L072,2021-02-05,CAL5884,2690
L471,L596,2021-07-21,CAL5885,1968
L404,L781,2023-05-12,CAL5886,307
L447,L976,2022-08-12,CAL5887,1091
L611,L595,2019-03-10,CAL5888,405
L545,L741,2021-07-12,CAL5889,3573
L603,L591,2023-03-13,CAL5890,2262
L517,L084,2022-08-22,CAL5891,2016
L425,L671,2021-04-25,CAL5892,3133
L731,L019,2022-06-06,CAL5893,2378
L997,L687,2024-01-21,CAL5894,2386
L557,L988,2019-03-21,CAL5895,2567
L020,L242,2021-08-14,CAL5896,3328
L326,L003,2019-07-24,CAL5897,537
L291,L647,2022-05-13,CAL5898,3199
L842,L811,2019-06-10,CAL5899,53
L264,L859,2022-03-11,CAL5900,2143
L427,L972,2019-11-21,CAL5901,1490
L912,L108,2019-12-04,CAL5902,2758
L134,L116,2023-12-28,CAL5903,3408
L599,L778,2023-11-09,CAL5904,2553
L203,L865,2020-02-18,CAL5905,693
L421,L874,2022-07-02,CAL5906,2582
L225,L326,2020-03-25,CAL5907,2009
L735,L044,2019-06-22,CAL5908,2554
L729,L726,2021-03-31,CAL5909,733
L859,L861,2022-08-20,CAL5910,236
L781,L245,2021-03-03,CAL5911,2900
L021,L815,2019-11-02,CAL5912,2741
L049,L034,2020-06-10,CAL5913,1080
L506,L106,2020-07-07,CAL5914,641
L997,L657,2019-10-21,CAL5915,672
L246,L186,2020-01-17,CAL5916,3386
L555,L242,2023-01-03,CAL5917,2697
L635,L157,2022-01-15,CAL5918,2312
L307,L521,2022-10-09,CAL5919,304
L527,L663,2024-01-26,CAL5920,2753
L853,L229,2019-09-14,CAL5921,1213
L659,L568,2022-11-14,CAL5922,1645
L041,L142,2020-06-29,CAL5923,2751
L088,L625,2022-12-29,CAL5924,1147
L777,L002,2020-09-03,CAL5925,1464
L609,L742,2020-07-22,CAL5926,2913
L401,L063,2022-11-20,CAL5927,1600
L428,L755,2021-07-12,CAL5928,2262
L921,L516,2020-06-15,CAL5929,3149
L173,L671,2022-07-11,CAL5930,938
L994,L089,2022-07-11,CAL5931,1086
L584,L761,2020-11-08,CAL5932,3121
L602,L489,2022-09-01,CAL5933,319
L517,L231,2021-08-28,CAL5934,114
L546,L388,2020-03-03,CAL5935,2266
L956,L603,2020-05-09,CAL5936,1264
L016,L243,2020-02-11,CAL5937,2877
L081,L343,2019-02-18,CAL5938,2518
L301,L147,2023-05-04,CAL5939,1348
L703,L592,2023-12-11,CAL5940,2386
L950,L402,2023-04-22,CAL5941,3047
L463,L018,2020-10-26,CAL5942,1712
L258,L811,2021-06-04,CAL5943,1062
L220,L620,2022-11-12,CAL5944,639
L314,L931,2020-01-10,CAL5945,544
L655,L276,2019-10-21,CAL5946,3407
L940,L616,2022-11-27,CAL5947,3155
L383,L434,2024-01-09,CAL5948,2715
L257,L060,2022-08-05,CAL5949,2331
L496,L437,2020-04-18,CAL5950,2192
L301,L456,2020-10-21,CAL5951,2585
L932,L194,2022-06-01,CAL5952,1578
L881,L907,2022-07-13,CAL5953,519
L698,L058,2019-07-15,CAL5954,1976
L199,L877,2022-10-16,CAL5955,237
L319,L605,2019-06-09,CAL5956,1928
L705,L589,2023-12-05,CAL5957,1323
L140,L507,2019-09-30,CAL5958,219
L634,L1000,2022-12-21,CAL5959,1182
L069,L069,2022-05-29,CAL5960,1169
L765,L427,2020-07-01,CAL5961,2798
L979,L077,2019-05-16,CAL5962,372
L898,L327,2020-01-01,CAL5963,2255
L431,L691,2019-02-18,CAL5964,956
L713,L259,2023-12-20,CAL5965,93
L537,L092,2021-08-20,CAL5966,3011
L905,L440,2022-01-01,CAL5967,2249
L870,L058,2019-05-30,CAL5968,2902
L107,L460,2023-07-21,CAL5969,2577
L898,L195,2019-11-15,CAL5970,756
L584,L985,2022-10-24,CAL5971,3583
L894,L593,2023-12-16,CAL5972,504
L011,L220,2022-09-06,CAL5973,383
L977,L895,2020-06-11,CAL5974,1953
L003,L492,2020-11-18,CAL5975,491
L057,L172,2023-06-25,CAL5976,2803
L306,L087,2020-09-17,CAL5977,3371
L201,L841,2023-04-09,CAL5978,1985
L652,L177,2024-01-02,CAL5979,852
L845,L855,2019-04-09,CAL5980,1766
L962,L274,2020-01-16,CAL5981,361
L686,L948,2022-01-07,CAL5982,2971
L915,L305,2023-08-09,CAL5983,3307
L594,L161,2019-09-28,CAL5984,1929
L996,L525,2020-07-30,CAL5985,2779
L027,L083,2022-10-05,CAL5986,464
L659,L312,2023-11-30,CAL5987,1647
L915,L079,2023-03-20,CAL5988,514
L687,L503,2023-06-25,CAL5989,168
L615,L086,2022-09-29,CAL5990,3374
L196,L381,2019-07-01,CAL5991,3012
L583,L391,2022-03-24,CAL5992,2248
L002,L754,2020-02-27,CAL5993,3215
L445,L872,2023-05-08,CAL5994,1229
L093,L924,2021-12-29,CAL5995,1900
L211,L990,2020-11-22,CAL5996,171
L481,L240,2019-07-15,CAL5997,2205
L665,L339,2021-01-24,CAL5998,3355
L146,L730,2022-11-19,CAL5999,2256
L345,L159,2022-03-16,CAL6000,1680
L125,L781,2019-10-08,CAL6001,2871
L997,L811,2021-01-09,CAL6002,1175
L974,L768,2022-05-12,CAL6003,1517
L617,L022,2024-02-01,CAL6004,1903
L199,L904,2020-09-23,CAL6005,1422
L384,L926,2024-02-07,CAL6006,3332
L953,L884,2019-07-01,CAL6007,1205
L654,L093,2020-11-02,CAL6008,3504
L239,L898,2021-12-06,CAL6009,552
L420,L887,2019-08-31,CAL6010,1292
L392,L498,2019-03-20,CAL6011,281
L650,L115,2023-02-10,CAL6012,2565
L083,L924,2021-03-01,CAL6013,784
L170,L789,2021-05-09,CAL6014,1352
L158,L303,2022-05-10,CAL6015,2936
L220,L627,2022-01-03,CAL6016,2237
L185,L432,2021-08-08,CAL6017,985
L184,L232,2021-12-14,CAL6018,1896
L882,L911,2021-03-10,CAL6019,3454
L104,L226,2020-12-09,CAL6020,440
L498,L132,2019-04-21,CAL6021,3512
L816,L643,2023-12-13,CAL6022,113
L425,L407,2022-08-17,CAL6023,1043
L320,L728,2019-05-06,CAL6024,294
L238,L983,2022-02-12,CAL6025,708
L514,L958,2021-05-14,CAL6026,821
L709,L216,2023-07-12,CAL6027,1319
L465,L052,2019-08-02,CAL6028,2909
L669,L817,2019-03-28,CAL6029,751
L610,L948,2022-10-07,CAL6030,119
L268,L855,2023-04-29,CAL6031,3154
L965,L037,2019-04-08,CAL6032,1800
L569,L476,2021-06-28,CAL6033,2654
L706,L514,2019-04-25,CAL6034,393
L447,L956,2020-06-29,CAL6035,317
L414,L837,2019-03-26,CAL6036,1540
L105,L235,2023-06-16,CAL6037,2951
L155,L564,2020-02-24,CAL6038,2388
L841,L385,2022-11-13,CAL6039,3063
L977,L292,2023-02-17,CAL6040,2352
L026,L482,2023-11-03,CAL6041,952
L486,L586,2020-11-12,CAL6042,1667
L059,L625,2021-05-07,CAL6043,1945
L118,L944,2022-02-12,CAL6044,2572
L695,L673,2019-09-24,CAL6045,1013
L457,L735,2022-08-23,CAL6046,1699
L507,L298,2022-05-20,CAL6047,1066
L773,L160,2021-06-21,CAL6048,164
L554,L787,2022-07-21,CAL6049,2555
L171,L265,2020-01-09,CAL6050,2553
L172,L695,2020-06-01,CAL6051,2903
L226,L978,2021-10-26,CAL6052,3001
L035,L760,2019-07-13,CAL6053,262
L025,L137,2023-02-07,CAL6054,48
L469,L649,2021-01-18,CAL6055,918
L810,L043,2019-12-31,CAL6056,969
L856,L756,2022-02-10,CAL6057,733
L885,L677,2019-08-23,CAL6058,1310
L716,L526,2023-04-03,CAL6059,3388
L520,L404,2021-02-11,CAL6060,2854
L664,L652,2023-12-23,CAL6061,2104
L371,L157,2022-06-30,CAL6062,757
L416,L252,2022-10-06,CAL6063,1183
L784,L759,2022-03-03,CAL6064,970
L849,L392,2022-03-06,CAL6065,2432
L013,L176,2019-03-01,CAL6066,1693
L117,L456,2023-01-18,CAL6067,257
L065,L053,2022-04-27,CAL6068,1976
L966,L802,2021-06-02,CAL6069,694
L298,L480,2021-01-02,CAL6070,570
L414,L353,2022-03-19,CAL6071,1407
L336,L479,2021-08-12,CAL6072,2007
L908,L633,2023-12-28,CAL6073,2296
L185,L065,2022-07-22,CAL6074,745
L184,L855,2019-05-22,CAL6075,1092
L670,L750,2019-08-10,CAL6076,1803
L754,L293,2021-10-11,CAL6077,746
L758,L496,2020-12-20,CAL6078,2437
L651,L262,2021-12-15,CAL6079,75
L482,L736,2021-03-25,CAL6080,3528
L707,L776,2021-07-15,CAL6081,3489
L241,L008,2023-02-11,CAL6082,1513
L904,L509,2023-04-10,CAL6083,2367
L916,L876,2021-02-12,CAL6084,482
L528,L265,2021-06-23,CAL6085,2952
L934,L349,2020-01-12,CAL6086,804
L221,L949,2022-02-17,CAL6087,277
L200,L815,2023-03-13,CAL6088,2962
L373,L622,2022-08-28,CAL6089,657
L504,L363,2019-12-04,CAL6090,2525
L514,L725,2021-04-27,CAL6091,187
L514,L442,2022-03-07,CAL6092,3362
L565,L807,2023-02-06,CAL6093,1635
L634,L989,2020-08-21,CAL6094,563
L389,L012,2022-06-24,CAL6095,2888
L944,L194,2022-07-07,CAL6096,757
L683,L948,2023-02-09,CAL6097,2552
L406,L497,2020-08-05,CAL6098,2386
L800,L103,2022-08-09,CAL6099,2850
L546,L493,2024-01-18,CAL6100,3012
L874,L006,2023-07-22,CAL6101,279
L021,L864,2021-07-12,CAL6102,1499
L188,L019,2021-12-29,CAL6103,730
L788,L121,2020-09-29,CAL6104,174
L405,L241,2019-05-01,CAL6105,277
L794,L107,2019-05-06,CAL6106,256
L220,L1000,2023-11-30,CAL6107,2004
L967,L990,2023-02-27,CAL6108,1738
L398,L321,2019-02-26,CAL6109,3528
L059,L316,2020-03-29,CAL6110,843
L518,L519,2019-06-01,CAL6111,1260
L662,L812,2024-01-11,CAL6112,479
L607,L152,2023-02-26,CAL6113,1753
L127,L549,2021-10-19,CAL6114,3550
L323,L598,2021-07-29,CAL6115,1006
L186,L144,2023-08-22,CAL6116,70
L472,L798,2022-07-08,CAL6117,1882
L106,L485,2020-10-27,CAL6118,1693
L251,L501,2023-05-03,CAL6119,1319
L442,L007,2023-04-16,CAL6120,2313
L404,L627,2019-04-25,CAL6121,1032
L818,L113,2024-01-14,CAL6122,2100
L454,L952,2021-12-14,CAL6123,229
L440,L649,2021-05-30,CAL6124,201
L209,L959,2023-05-25,CAL6125,2124
L969,L730,2023-07-24,CAL6126,3028
L414,L708,2021-09-10,CAL6127,2591
L070,L294,2022-10-12,CAL6128,2970
L972,L542,2019-11-02,CAL6129,2683
L870,L250,2022-04-15,CAL6130,3339
L478,L597,2020-01-28,CAL6131,2302
L621,L957,2019-04-04,CAL6132,2092
L390,L599,2021-10-22,CAL6133,3474
L741,L318,2021-11-06,CAL6134,1455
L131,L653,2022-01-02,CAL6135,896
L290,L028,2019-03-31,CAL6136,2773
L447,L718,2020-05-15,CAL6137,1160
L829,L209,2023-03-09,CAL6138,669
L994,L353,2019-04-02,CAL6139,1700
L482,L470,2019-10-29,CAL6140,3099
L099,L024,2021-11-08,CAL6141,2894
L568,L304,2019-12-24,CAL6142,3304
L982,L004,2022-01-12,CAL6143,2285
L286,L037,2021-11-07,CAL6144,2279
L889,L436,2021-11-22,CAL6145,833
L580,L809,2020-06-28,CAL6146,3282
L789,L439,2019-11-24,CAL6147,3488
L669,L351,2023-10-29,CAL6148,1155
L806,L323,2022-12-14,CAL6149,1791
L936,L253,2024-02-09,CAL6150,3164
L800,L410,2023-03-08,CAL6151,3240
L488,L311,2019-11-30,CAL6152,2572
L597,L253,2022-05-22,CAL6153,3326
L279,L800,2021-05-23,CAL6154,763
L763,L903,2023-07-15,CAL6155,2952
L297,L532,2020-10-07,CAL6156,1709
L758,L588,2019-05-02,CAL6157,1004
L169,L431,2021-07-24,CAL6158,169
L451,L273,2021-03-18,CAL6159,445
L343,L820,2022-12-04,CAL6160,159
L905,L302,2019-09-22,CAL6161,3122
L786,L398,2021-06-29,CAL6162,1165
L438,L760,2021-03-30,CAL6163,2731
L735,L366,2020-05-30,CAL6164,607
L912,L537,2020-06-16,CAL6165,940
L593,L190,2020-08-12,CAL6166,231
L561,L473,2019-02-12,CAL6167,2949
L336,L114,2020-02-01,CAL6168,2154
L947,L642,2023-08-19,CAL6169,1604
L891,L320,2022-06-18,CAL6170,1473
L957,L637,2021-04-20,CAL6171,1586
L489,L345,2020-06-08,CAL6172,74
L577,L050,2023-08-06,CAL6173,2773
L365,L568,2020-05-20,CAL6174,257
L346,L599,2023-03-08,CAL6175,42
L740,L503,2022-09-09,CAL6176,611
L371,L936,2022-04-07,CAL6177,744
L390,L439,2019-12-04,CAL6178,1368
L061,L316,2020-01-16,CAL6179,1972
L254,L637,2023-01-24,CAL6180,3350
L139,L773,2021-04-03,CAL6181,2443
L603,L330,2021-02-20,CAL6182,1376
L170,L065,2023-03-12,CAL6183,2470
L228,L292,2020-03-20,CAL6184,3319
L754,L790,2020-01-10,CAL6185,2022
L718,L282,2021-02-13,CAL6186,2614
L593,L536,2020-11-27,CAL6187,2408
L676,L997,2022-10-04,CAL6188,2268
L565,L711,2023-08-09,CAL6189,218
L441,L973,2022-07-09,CAL6190,1958
L727,L982,2021-12-19,CAL6191,3064
L458,L488,2021-01-31,CAL6192,2749
L080,L922,2019-06-17,CAL6193,3561
L647,L440,2022-05-18,CAL6194,1625
L824,L245,2021-06-10,CAL6195,1000
L585,L632,2024-01-04,CAL6196,561
L878,L448,2020-09-12,CAL6197,2163
L987,L800,2021-08-21,CAL6198,1347
L973,L852,2019-10-08,CAL6199,2377
L899,L120,2020-09-30,CAL6200,1036
L920,L300,2019-09-25,CAL6201,561
L518,L645,2022-04-15,CAL6202,3091
L158,L502,2020-02-16,CAL6203,1864
L154,L183,2022-07-10,CAL6204,477
L715,L465,2023-11-13,CAL6205,1053
L251,L144,2020-02-12,CAL6206,3310
L612,L145,2023-12-13,CAL6207,321
L586,L023,2019-11-11,CAL6208,3406
L860,L527,2021-06-14,CAL6209,953
L488,L495,2022-04-04,CAL6210,746
L954,L491,2021-05-25,CAL6211,2431
L397,L022,2024-02-12,CAL6212,289
L179,L868,2021-01-17,CAL6213,1439
L498,L970,2022-01-05,CAL6214,3039
L777,L111,2021-03-26,CAL6215,2751
L574,L759,2021-12-08,CAL6216,2646
L668,L356,2022-07-05,CAL6217,2095
L548,L708,2022-09-13,CAL6218,2916
L163,L378,2019-08-25,CAL6219,1293
L036,L373,2019-06-29,CAL6220,3490
L723,L532,2021-02-23,CAL6221,1433
L762,L711,2024-01-18,CAL6222,709
L837,L792,2021-07-14,CAL6223,956
L508,L549,2019-04-13,CAL6224,2123
L081,L527,2023-08-28,CAL6225,102
L374,L584,2020-06-26,CAL6226,2045
L606,L264,2020-11-08,CAL6227,1172
L668,L405,2019-11-22,CAL6228,2364
L336,L298,2019-12-10,CAL6229,1607
L292,L208,2023-09-17,CAL6230,864
L375,L932,2022-04-03,CAL6231,938
L029,L616,2020-03-02,CAL6232,1349
L880,L923,2020-11-09,CAL6233,716
L250,L953,2020-01-07,CAL6234,611
L738,L418,2023-07-22,CAL6235,509
L108,L429,2024-01-16,CAL6236,1902
L028,L522,2022-10-19,CAL6237,531
L097,L733,2020-07-13,CAL6238,71
L230,L253,2019-08-18,CAL6239,2152
L294,L896,2020-01-18,CAL6240,1942
L317,L489,2019-05-27,CAL6241,3361
L105,L157,2023-04-21,CAL6242,457
L468,L612,2023-06-17,CAL6243,3478
L076,L647,2021-11-17,CAL6244,2093
L681,L805,2023-03-15,CAL6245,1767
L531,L337,2023-11-09,CAL6246,2380
L757,L244,2021-11-24,CAL6247,3356
L067,L379,2022-10-25,CAL6248,3207
L438,L045,2021-02-24,CAL6249,1615
L447,L285,2019-08-06,CAL6250,1188
L609,L809,2021-05-05,CAL6251,1342
L040,L848,2019-10-18,CAL6252,3391
L317,L591,2023-05-01,CAL6253,1366
L603,L818,2021-03-19,CAL6254,2640
L167,L241,2019-11-21,CAL6255,2886
L439,L603,2020-09-06,CAL6256,2212
L102,L570,2020-11-26,CAL6257,1430
L909,L122,2021-04-10,CAL6258,1734
L736,L745,2022-06-15,CAL6259,2248
L271,L694,2020-01-28,CAL6260,2819
L779,L370,2020-04-26,CAL6261,846
L380,L697,2021-12-14,CAL6262,2002
L788,L483,2020-03-19,CAL6263,492
L415,L794,2020-03-26,CAL6264,2907
L142,L213,2019-11-03,CAL6265,557
L616,L348,2023-10-22,CAL6266,777
L170,L816,2019-09-24,CAL6267,1041
L945,L111,2022-02-25,CAL6268,793
L791,L083,2020-12-11,CAL6269,664
L451,L074,2023-06-11,CAL6270,959
L596,L931,2024-02-09,CAL6271,3304
L808,L340,2019-04-04,CAL6272,3230
L277,L779,2022-06-26,CAL6273,2294
L982,L418,2022-10-18,CAL6274,2871
L232,L986,2020-11-19,CAL6275,1296
L937,L854,2019-11-06,CAL6276,3592
L942,L782,2022-03-03,CAL6277,1855
L301,L768,2020-07-08,CAL6278,3438
L029,L191,2019-12-02,CAL6279,1126
L032,L822,2020-10-24,CAL6280,2286
L127,L614,2023-01-08,CAL6281,2881
L376,L666,2023-06-05,CAL6282,97
L146,L406,2023-08-26,CAL6283,536
L227,L518,2021-04-08,CAL6284,166
L070,L169,2020-11-17,CAL6285,1442
L070,L592,2021-05-27,CAL6286,1587
L359,L311,2020-02-28,CAL6287,2295
L956,L384,2020-08-01,CAL6288,702
L542,L534,2020-08-19,CAL6289,2287
L163,L330,2020-05-25,CAL6290,1638
L775,L327,2023-11-14,CAL6291,245
L530,L275,2023-05-09,CAL6292,1459
L696,L895,2023-01-23,CAL6293,2990
L380,L084,2020-05-26,CAL6294,2989
L369,L483,2019-06-22,CAL6295,1390
L733,L275,2019-11-13,CAL6296,3443
L614,L716,2023-12-22,CAL6297,1802
L369,L924,2019-07-20,CAL6298,2489
L826,L826,2023-08-30,CAL6299,334
L030,L332,2022-07-16,CAL6300,2978
L458,L858,2021-11-20,CAL6301,3225
L360,L188,2022-04-22,CAL6302,1331
L842,L065,2020-05-25,CAL6303,405
L215,L793,2022-11-19,CAL6304,2287
L274,L218,2022-11-01,CAL6305,71
L313,L917,2019-11-19,CAL6306,2868
L792,L064,2023-11-24,CAL6307,3065
L057,L021,2019-03-16,CAL6308,2220
L917,L977,2022-07-05,CAL6309,2919
L810,L015,2022-01-13,CAL6310,2111
L668,L497,2020-12-01,CAL6311,2185
L536,L432,2021-11-11,CAL6312,3328
L444,L763,2021-09-11,CAL6313,2809
L638,L747,2019-10-01,CAL6314,3195
L077,L129,2023-08-13,CAL6315,1604
L719,L119,2021-07-21,CAL6316,2637
L375,L973,2020-07-17,CAL6317,1850
L418,L127,2020-07-17,CAL6318,1105
L371,L176,2023-03-03,CAL6319,2404
L095,L871,2023-09-26,CAL6320,1469
L645,L354,2022-03-24,CAL6321,3446
L952,L540,2020-03-31,CAL6322,2296
L384,L435,2021-02-14,CAL6323,1329
L452,L567,2021-10-19,CAL6324,1635
L077,L947,2020-07-14,CAL6325,2456
